,clone_url,created_at,description,forks_count,full_name,id,language,name,size,stargazers_count,updated_at,topics,license_url
0,https://github.com/itsfrank/MinecraftHDL.git,2016-10-05 00:44:38+00:00,A Verilog synthesis flow for Minecraft redstone circuits,23,itsfrank/MinecraftHDL,70018711,SystemVerilog,MinecraftHDL,70554,1064,2024-04-13 08:11:13+00:00,[],None
1,https://github.com/RoaLogic/RV12.git,2017-01-11 15:45:50+00:00,RISC-V CPU Core,50,RoaLogic/RV12,78653596,SystemVerilog,RV12,15659,272,2024-04-09 05:01:58+00:00,"['risc-v', '32-bit', '64bit', 'cpu']",
2,https://github.com/subbdue/systemverilog.io.git,2016-10-12 06:01:55+00:00,Code used in,28,subbdue/systemverilog.io,70668014,SystemVerilog,systemverilog.io,1034,151,2024-04-07 11:50:04+00:00,[],None
3,https://github.com/azonenberg/starshipraider.git,2016-11-21 08:31:08+00:00,Open hardware test equipment,21,azonenberg/starshipraider,74342467,SystemVerilog,starshipraider,74903,139,2024-03-21 10:49:47+00:00,[],https://api.github.com/licenses/bsd-3-clause
4,https://github.com/GodelMachine/AHB2.git,2016-06-26 17:23:11+00:00,AMBA AHB 2.0 VIP in SystemVerilog UVM,62,GodelMachine/AHB2,62000083,SystemVerilog,AHB2,24,131,2024-03-21 13:43:36+00:00,[],https://api.github.com/licenses/apache-2.0
5,https://github.com/mayurkubavat/UVM-Examples.git,2016-07-18 15:57:08+00:00,UVM examples and projects,65,mayurkubavat/UVM-Examples,63617053,SystemVerilog,UVM-Examples,128,110,2024-04-04 08:00:57+00:00,[],https://api.github.com/licenses/apache-2.0
6,https://github.com/eliaskousk/parallella-riscv.git,2016-06-16 01:14:29+00:00,RISC-V Rocket Core on Parallella & ZedBoard Zynq FPGA Boards,29,eliaskousk/parallella-riscv,61251865,SystemVerilog,parallella-riscv,4173,94,2024-04-08 19:43:43+00:00,"['parallella', 'risc-v', 'rocket-chip', 'zynq', 'linux-kernel', 'zedboard', 'gsoc', 'gsoc-2016', 'rocket-core', 'petalinux']",
7,https://github.com/agalimberti/NoCRouter.git,2016-12-08 23:32:08+00:00,"RTL Network-on-Chip Router Design in SystemVerilog by Andrea Galimberti, Filippo Testa and Alberto Zeni",34,agalimberti/NoCRouter,75983863,SystemVerilog,NoCRouter,675,91,2024-04-09 14:34:11+00:00,"['network-on-chip', 'noc', 'router', 'systemverilog']",https://api.github.com/licenses/mit
8,https://github.com/intel/fpga-partial-reconfig.git,2016-12-01 23:35:13+00:00,"Tutorials, scripts and reference designs for the Intel FPGA partial reconfiguration (PR) design flow",43,intel/fpga-partial-reconfig,75342424,SystemVerilog,fpga-partial-reconfig,39393,83,2024-01-30 19:28:21+00:00,[],https://api.github.com/licenses/mit
9,https://github.com/azonenberg/antikernel-ipcores.git,2017-01-01 16:54:20+00:00,"FPGA IP cores for the Antikernel OS, intended to be included as a submodule in SoC integrations",9,azonenberg/antikernel-ipcores,77787623,SystemVerilog,antikernel-ipcores,1161,53,2024-04-09 19:51:09+00:00,[],https://api.github.com/licenses/bsd-3-clause
