,clone_url,created_at,description,forks_count,full_name,id,language,name,size,stargazers_count,updated_at,topics,license_url
0,https://github.com/The-OpenROAD-Project/OpenROAD.git,2019-10-28 17:48:14+00:00,OpenROAD's unified application implementing an RTL-to-GDS Flow. Documentation at https://openroad.readthedocs.io/en/latest/,463,The-OpenROAD-Project/OpenROAD,218110222,Verilog,OpenROAD,612076,1289,2024-04-11 18:49:46+00:00,"['opendb-database', 'openroad', 'lef', 'verilog', 'timing-analysis', 'def', 'eda', 'rtl', 'gdsii', 'cpp', 'tcl']",https://api.github.com/licenses/bsd-3-clause
1,https://github.com/YosysHQ/apicula.git,2019-11-22 08:39:17+00:00,Project Apicula 🐝: bitstream documentation for Gowin FPGAs,61,YosysHQ/apicula,223360084,Verilog,apicula,6509,418,2024-04-10 02:43:54+00:00,[],https://api.github.com/licenses/mit
2,https://github.com/lvd2/ay-3-8910_reverse_engineered.git,2019-11-17 22:49:15+00:00,"The reverse-engineered AY-3-8910 chip. Transistor-level schematics, verilog model and a testbench with tools, that can render register dump files into .flac soundtrack.",11,lvd2/ay-3-8910_reverse_engineered,222323004,Verilog,ay-3-8910_reverse_engineered,40434,85,2024-02-19 20:14:53+00:00,[],https://api.github.com/licenses/gpl-3.0
3,https://github.com/chipsalliance/yosys-f4pga-plugins.git,2019-11-07 12:13:37+00:00,Plugins for Yosys developed as part of the F4PGA project.,45,chipsalliance/yosys-f4pga-plugins,220229160,Verilog,yosys-f4pga-plugins,4792,82,2024-03-13 08:46:17+00:00,"['yosys', 'yosys-plugin', 'eda', 'fpga', 'xilinx', 'xilinx-fpga', 'toolchain', 'f4pga']",https://api.github.com/licenses/apache-2.0
4,https://github.com/OpenCAPI/oc-accel.git,2019-10-30 07:03:30+00:00,OpenCAPI Acceleration Framework: develop an accelerator with OpenCAPI technology,45,OpenCAPI/oc-accel,218463548,Verilog,oc-accel,30570,61,2024-04-05 22:59:18+00:00,[],https://api.github.com/licenses/apache-2.0
5,https://github.com/VenciFreeman/RISC-V.git,2019-11-28 07:57:19+00:00,A simple RISC-V CPU written in Verilog.,9,VenciFreeman/RISC-V,224599481,Verilog,RISC-V,544,43,2024-03-07 03:48:47+00:00,"['risc-v', 'verilog']",None
6,https://github.com/UofT-HPRC/fpga-bpf.git,2019-11-03 14:53:11+00:00,"A versatile Wireshark-compatible packet filter, capable of 100G speeds and higher. Also known as FFShark",12,UofT-HPRC/fpga-bpf,219316867,Verilog,fpga-bpf,777,41,2024-04-09 11:58:07+00:00,[],
7,https://github.com/olofk/observer.git,2019-11-05 22:36:55+00:00,,3,olofk/observer,219863770,Verilog,observer,40,39,2023-12-28 01:16:48+00:00,[],None
8,https://github.com/seonskim/verilog_axi-interconnect.git,2019-11-09 13:10:50+00:00,AXI Interconnect,14,seonskim/verilog_axi-interconnect,220644056,Verilog,verilog_axi-interconnect,31164,39,2024-04-07 09:50:00+00:00,[],None
9,https://github.com/tomverbeure/cisco-hwic-3g-cdma.git,2019-11-09 22:27:45+00:00,Reverse Engineering of the Cisco HWIC-3G-CDMA PCB,6,tomverbeure/cisco-hwic-3g-cdma,220711656,Verilog,cisco-hwic-3g-cdma,137872,38,2024-03-07 06:57:18+00:00,[],None
10,https://github.com/hexagon5un/hackaday_supercon_2019_logic_noise_FPGA_workshop.git,2019-11-15 16:41:11+00:00,Hackaday Supercon 2019 Logic Noise Badge Workshop,6,hexagon5un/hackaday_supercon_2019_logic_noise_FPGA_workshop,221964751,Verilog,hackaday_supercon_2019_logic_noise_FPGA_workshop,2698,28,2023-02-27 20:13:46+00:00,[],None
11,https://github.com/WayneGong/Image_Rotate.git,2019-11-24 04:06:36+00:00,视频旋转（2019FPGA大赛）,10,WayneGong/Image_Rotate,223690331,Verilog,Image_Rotate,35908,28,2024-02-29 08:57:47+00:00,[],None
12,https://github.com/hibagus/64pointFFTProcessor.git,2019-11-19 23:50:28+00:00,Synthesizeable VHDL and Verilog implementation of 64-point FFT/IFFT Processor with Q4.12 Fixed Point Data Format.,7,hibagus/64pointFFTProcessor,222812191,Verilog,64pointFFTProcessor,31274,24,2024-04-09 21:08:21+00:00,"['digital-signal-processing', 'signal-processing', 'fast-fourier-transform', 'vlsi-design', 'vlsi-physical-design', 'vlsi-project', 'fpga-accelerator']",None
13,https://github.com/uec-hanken/tee-hardware.git,2019-11-11 13:05:42+00:00,TEE hardware - based on the chipyard repository - hardware to accelerate TEE,5,uec-hanken/tee-hardware,220983214,Verilog,tee-hardware,71526,19,2024-04-09 10:15:51+00:00,[],None
14,https://github.com/Pipepw/MIPS_CPU.git,2019-11-03 15:29:12+00:00,用Verilog编写一个MIPS指令集的32位五级流水线CPU,5,Pipepw/MIPS_CPU,219322170,Verilog,MIPS_CPU,192,18,2024-02-29 11:01:13+00:00,[],None
15,https://github.com/yuezhao1/ANLU_fpga.git,2019-11-23 22:48:32+00:00,使用国产FPGA厂商安路公司的开发板做的一款基于FPGA的智能导盲杖系统。利用百度LBS开放平台做到自主导航，与Arduino互联实现PID算法，摄像头识别红绿灯，超声波自主避障，语音识别，一键拨打紧急联系人等等,7,yuezhao1/ANLU_fpga,223663390,Verilog,ANLU_fpga,815,17,2024-03-13 05:35:07+00:00,[],None
16,https://github.com/skiphansen/panog1_opl3.git,2019-10-27 18:51:44+00:00,A port of the OPL3 to the Panologic G1 thin client,4,skiphansen/panog1_opl3,217900861,Verilog,panog1_opl3,1527,17,2023-09-06 08:49:18+00:00,[],None
17,https://github.com/lawrie/saxonsoc-ulx3s-bin.git,2019-11-20 17:38:07+00:00,The binaries for SaxonSoc Linux and other configurations,5,lawrie/saxonsoc-ulx3s-bin,222993233,Verilog,saxonsoc-ulx3s-bin,503856,17,2022-07-18 18:25:56+00:00,[],None
18,https://github.com/Grazfather/glitcher.git,2019-11-09 18:18:24+00:00,"FPGA glitcher based on toothlessco's arty-glitcher, but for the icebreaker",5,Grazfather/glitcher,220684300,Verilog,glitcher,54,15,2024-04-07 06:05:42+00:00,[],None
19,https://github.com/vmarribas/VerMFi.git,2019-10-31 09:57:40+00:00,VerMFi: Verification tool for Masked implementations and Fault injection. Set of tools to evaluate resistance of secure hardware against Side-Channel attacks and Fault Attacks,3,vmarribas/VerMFi,218735039,Verilog,VerMFi,73705,14,2024-03-18 07:51:13+00:00,[],https://api.github.com/licenses/bsd-3-clause
20,https://github.com/fuzhidai/CPU-Design-Based-on-RISC-V.git,2019-11-30 02:40:15+00:00,Development using Verilog programing language and Vivado IDE .,10,fuzhidai/CPU-Design-Based-on-RISC-V,224949911,Verilog,CPU-Design-Based-on-RISC-V,1027,14,2024-03-20 02:39:40+00:00,[],None
21,https://github.com/wu-qing-157/RISCV-CPU.git,2019-11-12 09:08:56+00:00,A Homework for Computer Architecture at SJTU,1,wu-qing-157/RISCV-CPU,221175306,Verilog,RISCV-CPU,764,13,2023-07-13 15:02:31+00:00,[],None
22,https://github.com/Muhazam-Mustapha/SqrtCORDIC.git,2019-11-07 04:06:42+00:00,"A CORDIC implementation of square root Verilog calculation on Quartus Prime 16.0, with ability to simulate on ModelSim as well.",5,Muhazam-Mustapha/SqrtCORDIC,220149009,Verilog,SqrtCORDIC,9030,11,2024-03-26 08:32:02+00:00,[],None
23,https://github.com/uXeBoy/Arduboy_MiSTer.git,2019-11-20 04:14:43+00:00,"Arduboy core for MiSTer, ported by Dan O'Shea and now based on Iulian Gheorghiu's atmega core.",1,uXeBoy/Arduboy_MiSTer,222848995,Verilog,Arduboy_MiSTer,49303,10,2020-03-23 01:29:20+00:00,[],https://api.github.com/licenses/gpl-2.0
24,https://github.com/cla7aye15I4nd/trivial-riscv-cpu.git,2019-11-18 08:08:53+00:00,A trivial riscv cpu with tomasulo algorithm implemented in Verilog HDL. Support out-of-order execution and pipline and can run in FPGA with at 100MHz.,0,cla7aye15I4nd/trivial-riscv-cpu,222395143,Verilog,trivial-riscv-cpu,5086,10,2023-09-21 01:08:07+00:00,"['tomasulo-algorithm', 'computer-architecture', 'verilog-hdl', 'riscv', 'fpga', 'pipeline']",https://api.github.com/licenses/gpl-2.0
25,https://github.com/vasanthkumar18/Cache-Compression.git,2019-11-24 12:21:46+00:00,Cache compression using BASE-DELTA-IMMEDIATE process in verilog,6,vasanthkumar18/Cache-Compression,223739703,Verilog,Cache-Compression,138,10,2023-03-25 16:15:36+00:00,"['cache', 'cache-compression', 'bdi-model', 'project', 'verilog-project', 'verilog-code', 'hardware-project', 'hacktoberfest', 'hacktoberfest2021']",https://api.github.com/licenses/gpl-3.0
26,https://github.com/ghuaerm/FPGA_piano.git,2019-11-22 01:51:12+00:00,基于FPGA的数字电子琴设计,0,ghuaerm/FPGA_piano,223301106,Verilog,FPGA_piano,12281,9,2023-12-25 07:14:35+00:00,[],None
27,https://github.com/Deskearth/BUTP_FPGA_Course.git,2019-11-17 13:37:00+00:00,北邮数字电路课程FPGA编程实验,0,Deskearth/BUTP_FPGA_Course,222253335,Verilog,BUTP_FPGA_Course,64,9,2023-11-03 12:55:41+00:00,[],https://api.github.com/licenses/mit
28,https://github.com/t123yh/MIPSCPU.git,2019-11-26 08:21:28+00:00,A simple MIPS CPU for BUAA CO course (and now NSCSCC).,2,t123yh/MIPSCPU,224138991,Verilog,MIPSCPU,113,9,2023-01-28 00:04:50+00:00,[],https://api.github.com/licenses/gpl-3.0
