,clone_url,created_at,description,forks_count,full_name,id,language,name,size,stargazers_count,updated_at,topics,license_url
0,https://github.com/vortexgpgpu/vortex.git,2020-06-18 17:24:17+00:00,,215,vortexgpgpu/vortex,273299204,Verilog,vortex,376724,1017,2024-04-12 12:31:11+00:00,[],https://api.github.com/licenses/apache-2.0
1,https://github.com/vipinkmenon/neuralNetwork.git,2020-06-01 18:39:14+00:00,,63,vipinkmenon/neuralNetwork,268603183,Verilog,neuralNetwork,22902,204,2024-04-12 02:34:22+00:00,[],https://api.github.com/licenses/mit
2,https://github.com/WangXuan95/FPGA-JPEG-LS-encoder.git,2020-06-16 12:03:48+00:00,"An FPGA-based JPEG-LS encoder, which provides lossless and near-lossless image compression with high compression ratios. 基于FPGA的JPEG-LS编码器，可实现高压缩率的无损/近无损图像压缩。",33,WangXuan95/FPGA-JPEG-LS-encoder,272697006,Verilog,FPGA-JPEG-LS-encoder,3283,167,2024-04-10 01:17:47+00:00,"['fpga', 'verilog', 'systemverilog', 'jpeg-ls', 'jpegls', 'jls', 'rtl', 'image-compression', 'image-encoder']",https://api.github.com/licenses/gpl-3.0
3,https://github.com/IObundle/iob-cache.git,2020-05-28 18:38:08+00:00,Verilog Configurable Cache,30,IObundle/iob-cache,267667881,Verilog,iob-cache,3089,142,2024-04-07 06:56:37+00:00,[],https://api.github.com/licenses/mit
4,https://github.com/MasLiang/CNN-On-FPGA.git,2020-05-26 07:24:26+00:00,FPGA,32,MasLiang/CNN-On-FPGA,266973287,Verilog,CNN-On-FPGA,2299,123,2024-03-30 09:07:24+00:00,[],None
5,https://github.com/ultraembedded/core_dvi_framebuffer.git,2020-06-20 11:52:20+00:00,Minimal DVI / HDMI Framebuffer,9,ultraembedded/core_dvi_framebuffer,273698307,Verilog,core_dvi_framebuffer,79,68,2024-03-03 16:17:47+00:00,"['hdmi', 'dvi', 'verilog', 'fpga', 'xilinx-fpga', 'video', 'framebuffer', 'axi4']",https://api.github.com/licenses/mit
6,https://github.com/Xilinx/XilinxUnisimLibrary.git,2020-06-25 21:56:30+00:00,Xilinx Unisim Library in Verilog,20,Xilinx/XilinxUnisimLibrary,275022713,Verilog,XilinxUnisimLibrary,1991,64,2024-02-02 08:07:44+00:00,[],https://api.github.com/licenses/apache-2.0
7,https://github.com/Kenji-Ishimaru/polyphony.git,2020-06-22 08:05:47+00:00,"3D graphics rendering system for FPGA, the project contains hardware rasterizer, software geometry engine, and application middleware.",15,Kenji-Ishimaru/polyphony,274077170,Verilog,polyphony,25421,60,2024-04-04 10:05:18+00:00,"['3d-graphics-rendering', 'verilog', 'fpga', 'zedboard', 'gpu', 'realtime-rendering']",https://api.github.com/licenses/mit
8,https://github.com/pwn2winctf/challenges-2020.git,2020-05-31 10:55:02+00:00,Pwn2Win 2020 Challenges,13,pwn2winctf/challenges-2020,268260853,Verilog,challenges-2020,13722,54,2024-03-19 04:28:59+00:00,[],None
9,https://github.com/ultraembedded/usb2sniffer.git,2020-05-25 13:58:52+00:00,USB2Sniffer: High Speed USB 2.0 capture (for LambdaConcept USB2Sniffer hardware),10,ultraembedded/usb2sniffer,266793246,Verilog,usb2sniffer,1263,46,2024-02-28 01:44:10+00:00,"['usb-scanning', 'usb-debugging', 'usb', 'usb2', 'fpga', 'xilinx-vivado', 'rtl', 'verilog', 'usb-analyzer', 'usb-sniffer', 'artix-7', 'lambdaconcept-usb2sniffer-hardware', 'wireshark']",None
10,https://github.com/acmert/parametric-ntt.git,2020-05-30 12:22:39+00:00,Parametric NTT/INTT Hardware Generator,6,acmert/parametric-ntt,268074237,Verilog,parametric-ntt,32,43,2024-03-31 15:54:50+00:00,[],None
11,https://github.com/IA-C-Lab-Fudan/KWS-SoC.git,2020-05-23 03:31:58+00:00,This is an SoC design dedicated to Keyword Spotting (KWS) based on a neural-network accelerator and the wujian100 platform.,17,IA-C-Lab-Fudan/KWS-SoC,266255956,Verilog,KWS-SoC,1232388,42,2024-04-01 13:48:01+00:00,[],None
12,https://github.com/jotego/jtopl.git,2020-06-10 13:58:41+00:00,Verilog module compatible with Yamaha OPL chips,9,jotego/jtopl,271291705,Verilog,jtopl,28631,41,2024-04-10 14:13:34+00:00,"['fm', 'retro', 'fpga', 'verilog']",https://api.github.com/licenses/gpl-3.0
13,https://github.com/GraphSAINT/GNN-ARCH.git,2020-06-15 02:44:39+00:00,[ASAP 2020; FPGA 2020] Hardware architecture to accelerate GNNs (common IP modules for minibatch training and full batch inference),10,GraphSAINT/GNN-ARCH,272326374,Verilog,GNN-ARCH,761,38,2024-03-13 08:20:52+00:00,"['gcn', 'fpga', 'accelerator', 'hardware-acceleration', 'graphsage']",None
14,https://github.com/citrus3000psi/3DORGB.git,2020-06-02 15:49:39+00:00,RGB Project for most 3DO consoles.,3,citrus3000psi/3DORGB,268843415,Verilog,3DORGB,732,31,2024-03-15 19:21:26+00:00,[],None
15,https://github.com/IObundle/iob-mem.git,2020-05-28 18:30:29+00:00,Verilog behavioral description of various memories,18,IObundle/iob-mem,267666301,Verilog,iob-mem,525,30,2023-12-26 14:27:24+00:00,[],https://api.github.com/licenses/mit
16,https://github.com/zengkaipeng/EI332.git,2020-06-07 11:56:04+00:00,SJTU EI332 CPU完整实验代码及报告,3,zengkaipeng/EI332,270291197,Verilog,EI332,28921,24,2024-01-16 15:35:32+00:00,[],None
