,clone_url,created_at,description,forks_count,full_name,id,language,name,size,stargazers_count,updated_at,topics,license_url
0,https://github.com/ultraembedded/riscv.git,2014-08-31 10:38:22+00:00,RISC-V CPU Core (RV32IM),202,ultraembedded/riscv,23511343,Verilog,riscv,5529,1066,2024-04-11 06:41:15+00:00,"['risc-v', 'cpu', 'verilog', 'fpga', 'verilator', 'rv32im', 'rv32i', 'riscv-linux', 'pipeline-processor', 'asic', 'verification']",https://api.github.com/licenses/bsd-3-clause
1,https://github.com/VerticalResearchGroup/miaow.git,2014-09-05 17:37:56+00:00,An open source GPU based off of the AMD Southern Islands ISA.,226,VerticalResearchGroup/miaow,23712236,Verilog,miaow,2876,896,2024-04-09 04:44:06+00:00,[],https://api.github.com/licenses/bsd-3-clause
2,https://github.com/alexforencich/verilog-uart.git,2014-08-17 19:59:00+00:00,Verilog UART,117,alexforencich/verilog-uart,23049131,Verilog,verilog-uart,79,368,2024-04-11 03:32:27+00:00,[],https://api.github.com/licenses/mit
3,https://github.com/EttusResearch/fpga.git,2014-10-06 19:55:00+00:00,The USRP™ Hardware Driver FPGA Repository,196,EttusResearch/fpga,24862301,Verilog,fpga,123599,243,2024-03-20 11:04:50+00:00,[],None
4,https://github.com/openrisc/or1200.git,2014-07-23 17:07:11+00:00,OpenRISC 1200 implementation,74,openrisc/or1200,22163282,Verilog,or1200,6450,153,2024-04-09 13:34:07+00:00,[],None
5,https://github.com/risclite/R8051.git,2014-09-17 07:04:33+00:00, 8051 soft CPU core. 700-lines statements for 111 instructions . Fully synthesizable Verilog-2001 core.,42,risclite/R8051,24133818,Verilog,R8051,2517,137,2024-03-30 15:26:22+00:00,"['cpu', '8bit', 'tiny', 'verilog']",https://api.github.com/licenses/apache-2.0
6,https://github.com/DreamSourceLab/DSLogic-hdl.git,2014-07-08 02:50:30+00:00,An open source FPGA design for DSLogic,70,DreamSourceLab/DSLogic-hdl,21596096,Verilog,DSLogic-hdl,324,124,2024-03-25 09:00:52+00:00,[],https://api.github.com/licenses/gpl-2.0
7,https://github.com/freecores/verilog_fixed_point_math_library.git,2014-07-16 21:08:47+00:00,Fixed Point Math Library for Verilog,33,freecores/verilog_fixed_point_math_library,21918279,Verilog,verilog_fixed_point_math_library,31584,112,2024-04-01 22:52:02+00:00,[],https://api.github.com/licenses/lgpl-2.1
8,https://github.com/aquaxis/IPCORE.git,2014-07-23 19:42:06+00:00,,61,aquaxis/IPCORE,22172783,Verilog,IPCORE,6380,106,2024-04-09 06:51:12+00:00,[],None
9,https://github.com/freecores/8051.git,2014-07-16 20:57:08+00:00,8051 core,31,freecores/8051,21916880,Verilog,8051,1920,84,2024-03-23 01:12:28+00:00,[],None
10,https://github.com/freecores/dma_axi.git,2014-07-16 20:59:45+00:00,AXI DMA 32 / 64 bits,33,freecores/dma_axi,21917205,Verilog,dma_axi,668,82,2024-04-04 05:56:31+00:00,[],None
11,https://github.com/CospanDesign/nysa-sata.git,2014-09-09 15:03:14+00:00,,42,CospanDesign/nysa-sata,23838136,Verilog,nysa-sata,382,76,2024-01-22 21:17:17+00:00,[],https://api.github.com/licenses/mit
12,https://github.com/ucb-bar/sha3.git,2014-06-09 17:23:42+00:00,,19,ucb-bar/sha3,20655330,Verilog,sha3,855,74,2024-04-03 22:09:41+00:00,[],
13,https://github.com/freecores/ethmac.git,2014-07-16 21:00:11+00:00,Ethernet MAC 10/100 Mbps,31,freecores/ethmac,21917260,Verilog,ethmac,949,73,2024-02-15 02:33:56+00:00,[],None
14,https://github.com/John-Leitch/fpga-md5-cracker.git,2014-06-26 21:21:34+00:00,"A 64-stage pipelined MD5 implementation written in verliog.  Runs reliably on a DE0-Nano at 100mhz, computing 100 million hashes per second.",17,John-Leitch/fpga-md5-cracker,21255451,Verilog,fpga-md5-cracker,33219,64,2024-01-09 13:15:09+00:00,[],None
15,https://github.com/freecores/jpegencode.git,2014-07-16 21:02:06+00:00,JPEG Encoder Verilog,30,freecores/jpegencode,21917476,Verilog,jpegencode,174,63,2024-04-01 11:41:26+00:00,[],None
16,https://github.com/freecores/round_robin_arbiter.git,2014-07-16 21:05:58+00:00,round robin arbiter,22,freecores/round_robin_arbiter,21917939,Verilog,round_robin_arbiter,124,61,2024-01-24 14:09:33+00:00,[],None
