,clone_url,created_at,description,forks_count,full_name,id,language,name,size,stargazers_count,updated_at,topics,license_url
0,https://github.com/suisuisi/FPGAandCNN.git,2021-12-11 18:22:43+00:00,基于FPGA的数字识别-实时视频处理的定点卷积神经网络实现,58,suisuisi/FPGAandCNN,437357853,Verilog,FPGAandCNN,61550,244,2024-04-10 18:46:06+00:00,[],None
1,https://github.com/Fraunhofer-IMS/airisc_core_complex.git,2021-12-13 13:47:44+00:00,Fraunhofer IMS processor core. RISC-V ISA (RV32IM) with additional peripherals for embedded AI applications and smart sensors.,16,Fraunhofer-IMS/airisc_core_complex,437890229,Verilog,airisc_core_complex,82882,70,2024-03-06 13:43:55+00:00,"['risc-v', 'riscv', 'fpga', 'verilog', 'embedded-systems', 'ai', 'asic', 'smart-sensors', 'asil', 'functional-safety', 'safety', 'security']",
2,https://github.com/Dazhuzhu-github/systolic-array.git,2021-12-16 13:50:03+00:00,verilog实现TPU中的脉动阵列计算卷积的module,5,Dazhuzhu-github/systolic-array,439005975,Verilog,systolic-array,1188,53,2024-04-11 20:36:32+00:00,[],None
3,https://github.com/shawn110285/Cookabarra.git,2021-12-12 01:14:23+00:00,"a training-target implementation of rv32im, designed to be simple and easy to understand",14,shawn110285/Cookabarra,437425017,Verilog,Cookabarra,3133,53,2024-03-23 12:43:47+00:00,[],None
4,https://github.com/Hank0626/FPGA-Game-Design.git,2021-12-21 20:30:07+00:00,Fireboy & Water Girl in the Forest Temple implemented on an FPGA board for UIUC's ECE385 Digital Systems Laboratory.,0,Hank0626/FPGA-Game-Design,440642686,Verilog,FPGA-Game-Design,407285,24,2023-11-03 13:17:54+00:00,"['fpga', 'system-on-chip', 'systemverilog']",https://api.github.com/licenses/gpl-3.0
5,https://github.com/Wren6991/ChristmasSoC.git,2021-12-20 18:11:12+00:00,"Dual-core RISC-V SoC with JTAG, atomics, SDRAM",2,Wren6991/ChristmasSoC,440264724,Verilog,ChristmasSoC,166,19,2023-12-31 09:12:54+00:00,[],https://api.github.com/licenses/apache-2.0
6,https://github.com/jessepalomera/10G_EthernetMAC_SystemVerilog_OOP.git,2021-12-12 23:12:28+00:00,Final Project for my course in Advanced Verification with SystemVerilog OOP,3,jessepalomera/10G_EthernetMAC_SystemVerilog_OOP,437677776,Verilog,10G_EthernetMAC_SystemVerilog_OOP,1219,16,2024-04-10 08:44:20+00:00,[],https://api.github.com/licenses/gpl-3.0
7,https://github.com/8krisv/CNN-ACCELERATOR.git,2021-12-08 13:16:21+00:00,Hardware accelerator for convolutional neural networks,5,8krisv/CNN-ACCELERATOR,436253691,Verilog,CNN-ACCELERATOR,136876,16,2024-02-05 06:28:39+00:00,"['cnn', 'convolutional-neural-networks', 'verilog', 'computer-architecture', 'hardware-acceleration']",https://api.github.com/licenses/gpl-3.0
8,https://github.com/antonson-j1/SHA256-Accelerator-Hardware.git,2021-12-12 16:16:10+00:00,"This project aims at implementing an hardware accelerator peripheral for SHA256 hashing algorithm with AXI4 interfacing with PicoRV32 CPU. The project focuses on multiple implementations of the accelerator with gradual improvements through spatial pre-computation techniques and pipelining. The SHA256 accelerators are implemented using Verilog and synthesized using Yosys Open Synthesis Suite. The optimized designs are then compared with a base-line C implementation in software. Hash functions are used to securely store passwords, to quickly store and retrive data, and also to check if a file/message is corrupted.",1,antonson-j1/SHA256-Accelerator-Hardware,437594352,Verilog,SHA256-Accelerator-Hardware,3843,15,2024-03-29 18:00:01+00:00,"['sha256', 'sha256-hash', 'verilog', 'picorv32', 'risc-v']",None
9,https://github.com/TheSonders/USBKeyboard.git,2021-12-07 12:59:41+00:00,Interfaz directa con teclados USB en Verilog con control de los Leds de teclado y conversión a PS/2.,5,TheSonders/USBKeyboard,435881362,Verilog,USBKeyboard,152,15,2024-02-02 00:30:34+00:00,"['usb', 'keyboard', 'verilog', 'fpga', 'ps2-keyboard', 'usb-keyboard', 'ulpi']",None
10,https://github.com/spark2k06/next186lite_graphics_gremlin.git,2021-11-28 08:44:24+00:00,Next186 PC-XT with Graphics Gremlin,1,spark2k06/next186lite_graphics_gremlin,432661124,Verilog,next186lite_graphics_gremlin,26293,15,2023-02-17 11:44:34+00:00,[],https://api.github.com/licenses/gpl-3.0
11,https://github.com/mattvenn/zero_to_asic_mpw4.git,2021-12-19 18:17:57+00:00,,1,mattvenn/zero_to_asic_mpw4,439936255,Verilog,zero_to_asic_mpw4,337036,13,2024-03-19 13:26:47+00:00,[],https://api.github.com/licenses/apache-2.0
12,https://github.com/phthinh/soric_project.git,2021-12-21 12:02:05+00:00,Source-Opened RISCV for Crypto,4,phthinh/soric_project,440502068,Verilog,soric_project,639543,13,2023-10-12 02:59:36+00:00,[],https://api.github.com/licenses/apache-2.0
13,https://github.com/rumengshanhe/ADPLL_base_Verilog.git,2021-12-06 03:08:56+00:00,基于Verilog实现的全数字锁相环,4,rumengshanhe/ADPLL_base_Verilog,435344254,Verilog,ADPLL_base_Verilog,3655,12,2024-03-12 01:25:22+00:00,[],None
14,https://github.com/CustomizableComputingLab/Nexysvideo_wujian100.git,2021-12-02 01:06:19+00:00,,2,CustomizableComputingLab/Nexysvideo_wujian100,434037801,Verilog,Nexysvideo_wujian100,15208,12,2023-12-18 03:08:17+00:00,[],None
