,clone_url,created_at,description,forks_count,full_name,id,language,name,size,stargazers_count,updated_at,topics,license_url
16,https://github.com/iic-jku/mpw8-submission.git,2022-11-25 12:32:12+00:00,MPW-8 tapeout submission containing mixed-signal circuit blocks in SKY130,0,iic-jku/mpw8-submission,570536855,Verilog,mpw8-submission,179477,4,2023-05-01 20:17:51+00:00,[],https://api.github.com/licenses/apache-2.0
17,https://github.com/Mars3397/Computer-Organization.git,2022-12-08 16:44:36+00:00,NYCU 2021 Semester 2 李毅郎教授,0,Mars3397/Computer-Organization,575943811,Verilog,Computer-Organization,10741,4,2023-04-01 09:45:28+00:00,['verilog'],None
18,https://github.com/YangZhuangwen/GEMM-Accelerator.git,2022-12-08 12:50:36+00:00,,0,YangZhuangwen/GEMM-Accelerator,575850776,Verilog,GEMM-Accelerator,187,4,2024-01-16 07:44:48+00:00,[],https://api.github.com/licenses/apache-2.0
19,https://github.com/MiSTer-devel/Arcade-XSleena_MiSTer.git,2022-12-12 20:21:13+00:00,Xain'd Sleena arcade game for MiSTer,3,MiSTer-devel/Arcade-XSleena_MiSTer,577473068,Verilog,Arcade-XSleena_MiSTer,73341,4,2023-01-17 10:35:12+00:00,[],https://api.github.com/licenses/gpl-2.0
20,https://github.com/Hagiwara-shc/j202_soc.git,2022-12-10 09:46:11+00:00,,0,Hagiwara-shc/j202_soc,576579262,Verilog,j202_soc,222768,4,2024-01-28 00:25:32+00:00,[],https://api.github.com/licenses/apache-2.0
21,https://github.com/xobs/caravel-gf180-pio.git,2022-12-04 00:42:16+00:00,PIO project for GF180 based on Caravel,0,xobs/caravel-gf180-pio,573957861,Verilog,caravel-gf180-pio,136036,4,2023-01-04 19:06:35+00:00,[],https://api.github.com/licenses/apache-2.0
22,https://github.com/nehamjhanwar/arbiter-puf.git,2022-12-08 01:18:23+00:00,Arbiter-based Physically Unclonable Function (PUF) is one kind of the delay-based PUFs that use the time difference of two delay-line signals.,1,nehamjhanwar/arbiter-puf,575643546,Verilog,arbiter-puf,29140,4,2024-02-24 15:51:56+00:00,[],https://api.github.com/licenses/apache-2.0
23,https://github.com/Jinstorm/XJTU-Computer-Organization-Lab.git,2022-11-29 12:38:15+00:00,XJTU computer organization lab,2,Jinstorm/XJTU-Computer-Organization-Lab,572041539,Verilog,XJTU-Computer-Organization-Lab,473,3,2023-12-05 08:48:46+00:00,[],https://api.github.com/licenses/mit
24,https://github.com/Kanishk-K-U/AHB2APB-Bridge-Controller.git,2022-11-26 09:51:27+00:00,Designed AHB to APB Bridge Controller using Verilog and simulated it on ModelSIM,1,Kanishk-K-U/AHB2APB-Bridge-Controller,570839760,Verilog,AHB2APB-Bridge-Controller,15574,3,2024-03-04 03:39:44+00:00,"['bus', 'modelsim', 'rtl', 'verilog', 'verilog-hdl', 'bridge-controller']",None
25,https://github.com/C2H5COOH/VLSI-System-Design-2021.git,2022-12-06 14:56:54+00:00,VLSI System Design course(graduate level) @NCKU,1,C2H5COOH/VLSI-System-Design-2021,575009851,Verilog,VLSI-System-Design-2021,17293,3,2024-03-20 11:46:07+00:00,[],None
26,https://github.com/Qiming01/RISCV_MiniCPU.git,2022-11-30 14:04:58+00:00,,0,Qiming01/RISCV_MiniCPU,572546362,Verilog,RISCV_MiniCPU,22632,3,2024-02-27 11:00:48+00:00,[],None
27,https://github.com/mathis-s/CaravelSoomRV-7.git,2022-12-04 00:35:26+00:00,,0,mathis-s/CaravelSoomRV-7,573956874,Verilog,CaravelSoomRV-7,2617458,3,2023-12-19 18:11:53+00:00,[],https://api.github.com/licenses/apache-2.0
28,https://github.com/Pradyumna1312/FFT.git,2022-11-28 12:08:42+00:00,This repo is a small self project for improving technical skills in digital designing by designing a 16-bit FFT......  Still a long way to go,0,Pradyumna1312/FFT,571564521,Verilog,FFT,1264,3,2023-06-29 07:01:40+00:00,"['fft', 'vivado']",https://api.github.com/licenses/bsd-3-clause
29,https://github.com/791071565/laser-lidar.git,2022-11-26 16:24:51+00:00,,1,791071565/laser-lidar,570941939,Verilog,laser-lidar,64,3,2024-01-12 02:27:49+00:00,[],None
30,https://github.com/Zhenghao-He/Static-Pipline-CPU.git,2022-12-01 02:32:43+00:00,,0,Zhenghao-He/Static-Pipline-CPU,572781442,Verilog,Static-Pipline-CPU,11,3,2024-04-08 14:33:10+00:00,[],None
31,https://github.com/james61124/Computer-Organization-2022-spring-NYCU.git,2022-12-06 21:10:02+00:00,The homework of the course lectured by Yih-Lang Li,0,james61124/Computer-Organization-2022-spring-NYCU,575141497,Verilog,Computer-Organization-2022-spring-NYCU,4148,3,2024-02-28 18:02:55+00:00,[],None
32,https://github.com/Deepak42074/SRAM_IMC_MPW7_V2.git,2022-12-03 15:34:38+00:00,"The project includes SRAM In Memory Computing Accelerator, by researchers mentioned below under the supervision of Prof: Manan Suri (NVM & Neuromorphic Hardware Research Group IIT-Delhi, https://web.iitd.ac.in/~manansuri/)",1,Deepak42074/SRAM_IMC_MPW7_V2,573836642,Verilog,SRAM_IMC_MPW7_V2,50236,3,2023-12-27 11:06:56+00:00,[],https://api.github.com/licenses/apache-2.0
33,https://github.com/IY2002/CPU.git,2022-11-28 03:13:15+00:00,"🖥️ 5-Stage MIPS CPU: A Verilog-based implementation of a pipelined MIPS processor, showcasing proficiency in computer architecture, RISC design principles, and hardware description languages. 🧠💡",0,IY2002/CPU,571398585,Verilog,CPU,8,3,2024-01-05 06:27:47+00:00,[],None
34,https://github.com/FarzanFani/PipeLine-CPU.git,2022-11-29 11:15:20+00:00,,0,FarzanFani/PipeLine-CPU,572010110,Verilog,PipeLine-CPU,10,3,2023-05-15 16:48:52+00:00,[],None
35,https://github.com/gatecat/one_hot_fpga_gf180.git,2022-11-30 14:43:15+00:00,FPGA with a custom SRAM+mux bitcell for onehot routing,0,gatecat/one_hot_fpga_gf180,572563243,Verilog,one_hot_fpga_gf180,65316,3,2023-07-06 13:35:06+00:00,[],https://api.github.com/licenses/apache-2.0
36,https://github.com/whodhruvjoshi/RegisterTransferLevel.git,2022-12-06 19:52:47+00:00,This Repo contains Verilog Codes of RTLs via Xilinx Vivado,2,whodhruvjoshi/RegisterTransferLevel,575118902,Verilog,RegisterTransferLevel,22726,3,2023-11-25 06:16:22+00:00,[],None
37,https://github.com/thainaraassis/mastermind.git,2022-11-29 00:49:03+00:00,"Projeto para a matéria PCS3115 - Sistemas Digitais I utilizando circuitos combinacionais e sequenciais para reprodução do jogo ""mastermind"" ou  ""senha""",0,thainaraassis/mastermind,571825516,Verilog,mastermind,35,2,2023-03-22 12:50:41+00:00,[],None
38,https://github.com/poname/VexRiscv-verilog.git,2022-12-13 20:18:40+00:00,VexRiscv verilog benchmark,0,poname/VexRiscv-verilog,577913130,Verilog,VexRiscv-verilog,546,2,2023-05-30 09:23:12+00:00,[],https://api.github.com/licenses/mit
39,https://github.com/cebarobot/flappy-bird-fpga.git,2022-12-06 15:53:58+00:00,Flappy Bird game on FPGA,0,cebarobot/flappy-bird-fpga,575033262,Verilog,flappy-bird-fpga,334,2,2023-12-19 07:26:32+00:00,[],https://api.github.com/licenses/mit
40,https://github.com/hjzboss/fifo.git,2022-12-05 10:39:25+00:00,Implementation of synchronous FIFOs and asynchronous FIFOs,0,hjzboss/fifo,574449024,Verilog,fifo,30,2,2023-01-07 10:08:44+00:00,[],https://api.github.com/licenses/mulanpsl-2.0
41,https://github.com/OctCarp/SUSTech_CS207-DD_2022f_Project-a-real-car.git,2022-12-09 03:54:21+00:00,"(Verilog+FPGA EGO1) (140/100) A real car: our project of CS207 2022 Fall: Digital Logic Design, SUSTech. Taught by Prof. James YU @James-Yu.",0,OctCarp/SUSTech_CS207-DD_2022f_Project-a-real-car,576122001,Verilog,SUSTech_CS207-DD_2022f_Project-a-real-car,57012,2,2024-01-21 21:50:15+00:00,"['cs207', '2022fall', 'sustech-course-code', 'sustech']",https://api.github.com/licenses/mit
42,https://github.com/yathAg/VSD_HDP.git,2022-11-26 23:22:05+00:00,RTL to GDSII for RISC V Core with SRAM,0,yathAg/VSD_HDP,571030179,Verilog,VSD_HDP,27251,2,2023-10-07 00:34:20+00:00,[],None
43,https://github.com/gregdavill/tt02-serv.git,2022-12-01 11:27:07+00:00,,1,gregdavill/tt02-serv,572947916,Verilog,tt02-serv,83,2,2023-04-03 18:49:47+00:00,[],https://api.github.com/licenses/apache-2.0
44,https://github.com/KanishR1/Mixed_Signal_Phase_Frequency_Detector_using_SKY130.git,2022-11-25 09:37:59+00:00,,0,KanishR1/Mixed_Signal_Phase_Frequency_Detector_using_SKY130,570478278,Verilog,Mixed_Signal_Phase_Frequency_Detector_using_SKY130,1796,2,2023-11-30 06:33:20+00:00,[],https://api.github.com/licenses/gpl-3.0
45,https://github.com/JacobLevinson/DAV_Repo.git,2022-12-13 08:30:11+00:00,My group repository for the Digital Architecture Verification (DAV) program for IEEE at UCLA.,0,JacobLevinson/DAV_Repo,577658524,Verilog,DAV_Repo,6679,2,2023-05-08 18:21:40+00:00,[],None
46,https://github.com/0616ygh/GreenRio2chip.git,2022-11-25 14:59:58+00:00,,2,0616ygh/GreenRio2chip,570590159,Verilog,GreenRio2chip,7159,2,2023-10-25 07:50:17+00:00,[],https://api.github.com/licenses/apache-2.0
47,https://github.com/yu-niverse/Intro-to-Digital-Circuit-Design.git,2022-12-10 07:05:17+00:00,【 NYCU 2021 Spring Semester 】by Professor 單智君,0,yu-niverse/Intro-to-Digital-Circuit-Design,576543980,Verilog,Intro-to-Digital-Circuit-Design,3482,2,2023-04-18 07:45:02+00:00,"['circuit-design', 'verilog']",None
48,https://github.com/Tvdnguyen/Scaleable-Ternary-Content-Addressable-Memory-Using-FPGAs.git,2022-11-25 01:10:06+00:00,,0,Tvdnguyen/Scaleable-Ternary-Content-Addressable-Memory-Using-FPGAs,570352104,Verilog,Scaleable-Ternary-Content-Addressable-Memory-Using-FPGAs,622,2,2024-03-28 09:35:41+00:00,[],None
49,https://github.com/nhnghia0712/DeepLabV3Plus.git,2022-12-03 15:12:41+00:00,,0,nhnghia0712/DeepLabV3Plus,573830506,Verilog,DeepLabV3Plus,309996,2,2023-01-17 17:47:01+00:00,[],None
50,https://github.com/gregdavill/gf180-mpw0-serv.git,2022-12-02 07:02:41+00:00,,0,gregdavill/gf180-mpw0-serv,573314783,Verilog,gf180-mpw0-serv,167826,2,2023-02-07 13:56:12+00:00,[],https://api.github.com/licenses/apache-2.0
51,https://github.com/boolean-function-benchmarks/benchmarks.git,2022-12-12 19:45:55+00:00,,0,boolean-function-benchmarks/benchmarks,577462239,Verilog,benchmarks,11909,2,2024-01-02 10:28:34+00:00,[],None
52,https://github.com/baraba6u/Single_Cycle_CPU_RISC-V.git,2022-11-29 09:37:34+00:00,Single-cycle CPU for RISC-V architecture(RV32I),1,baraba6u/Single_Cycle_CPU_RISC-V,571973037,Verilog,Single_Cycle_CPU_RISC-V,460,2,2024-03-13 00:34:38+00:00,[],https://api.github.com/licenses/gpl-3.0
53,https://github.com/xu842251462/EC551_Final_Project.git,2022-12-06 21:48:54+00:00,,2,xu842251462/EC551_Final_Project,575152389,Verilog,EC551_Final_Project,7203,2,2022-12-15 01:38:20+00:00,[],None
54,https://github.com/liuyuxivapor/riscv_cpu.git,2022-12-01 11:06:27+00:00,My first simple cpu based on risc-v,0,liuyuxivapor/riscv_cpu,572940628,Verilog,riscv_cpu,2279,2,2023-03-08 04:11:22+00:00,"['cpu', 'riscv']",None
55,https://github.com/MihaiHMO/VSDhdp.git,2022-11-26 14:24:13+00:00,,0,MihaiHMO/VSDhdp,570909068,Verilog,VSDhdp,116422,2,2024-02-05 18:48:13+00:00,[],None
56,https://github.com/nblei/PUFs.git,2022-12-08 16:06:49+00:00,Physical Uncloneable Functions RTL implementations,0,nblei/PUFs,575929266,Verilog,PUFs,264,2,2024-03-19 19:36:43+00:00,[],None
57,https://github.com/noemiabril/Minimig-AGA_MiSTer-DE10-Standard.git,2022-11-27 15:03:26+00:00,Amiga AGA Core for MiSTer DE10-Standard,0,noemiabril/Minimig-AGA_MiSTer-DE10-Standard,571222986,Verilog,Minimig-AGA_MiSTer-DE10-Standard,17787,2,2023-03-17 14:12:57+00:00,[],None
58,https://github.com/harshbhosale01/HDLBits.git,2022-12-12 19:14:27+00:00,"In this repository, I will be adding my solutions to HDLBits practice problems ",0,harshbhosale01/HDLBits,577451924,Verilog,HDLBits,5,2,2023-10-24 16:18:43+00:00,"['hardware-description-language', 'hdl', 'hdlbits', 'hdlbitssolution', 'verilog', 'verilog-hdl']",None
59,https://github.com/thehavva/Verilog.git,2022-12-13 20:30:22+00:00,Digital design implementation with Verilog language is done with vivado program.,0,thehavva/Verilog,577916236,Verilog,Verilog,326,2,2023-07-27 20:14:34+00:00,[],None
60,https://github.com/cascode-labs/transmute-ADC-SKY130.git,2022-12-11 15:27:32+00:00,An OSH ADC design in SKY130,0,cascode-labs/transmute-ADC-SKY130,576971998,Verilog,transmute-ADC-SKY130,2216,2,2023-02-22 16:18:39+00:00,"['adc', 'analog', 'analog-design']",https://api.github.com/licenses/apache-2.0
61,https://github.com/santosh2407/FPGA-Controlled-Robotic-Arm-with-Six-Degree-of-Freedom.git,2022-11-30 17:29:43+00:00,,1,santosh2407/FPGA-Controlled-Robotic-Arm-with-Six-Degree-of-Freedom,572631281,Verilog,FPGA-Controlled-Robotic-Arm-with-Six-Degree-of-Freedom,144,2,2024-01-17 15:01:12+00:00,[],None
62,https://github.com/RSounder/Deep-Neural-Network-Accelerator.git,2022-11-30 21:47:19+00:00,,0,RSounder/Deep-Neural-Network-Accelerator,572713295,Verilog,Deep-Neural-Network-Accelerator,1342,2,2023-02-20 20:50:16+00:00,[],None
63,https://github.com/YAMY1234/Mips-54-cpu.git,2022-12-01 18:24:53+00:00,Coursework of Computer Architecture at Tongji University,0,YAMY1234/Mips-54-cpu,573115654,Verilog,Mips-54-cpu,2240,2,2023-10-17 17:27:23+00:00,[],None
64,https://github.com/Khalidmamdou7/floating-point-unit.git,2022-12-12 15:35:19+00:00,Single and double precision floating point unit implemented using Verilog HDL,4,Khalidmamdou7/floating-point-unit,577371519,Verilog,floating-point-unit,931,2,2024-03-01 22:18:28+00:00,"['digital-design', 'testing', 'verilog']",None
65,https://github.com/FranciscoCross/MIPS-DLX.git,2022-11-29 23:44:13+00:00,,0,FranciscoCross/MIPS-DLX,572281134,Verilog,MIPS-DLX,3916,2,2023-01-31 21:21:00+00:00,[],None
66,https://github.com/nvchuyen/FPGA_Test_GMII_Ethernet.git,2022-11-30 02:29:05+00:00,,0,nvchuyen/FPGA_Test_GMII_Ethernet,572319788,Verilog,FPGA_Test_GMII_Ethernet,2488,2,2024-03-21 04:57:46+00:00,[],None
67,https://github.com/ChamaraDilshan/Building-a-simple-processor-memory-hierarchy.git,2022-12-04 08:15:03+00:00,Mini project of computer architecture course to build a simple processor with memory sub-system,0,ChamaraDilshan/Building-a-simple-processor-memory-hierarchy,574037746,Verilog,Building-a-simple-processor-memory-hierarchy,4779,2,2023-01-07 21:22:58+00:00,[],None
68,https://github.com/crolfes/airisc_efabless.git,2022-12-03 14:57:04+00:00,,0,crolfes/airisc_efabless,573826050,Verilog,airisc_efabless,3257,2,2023-02-02 12:56:42+00:00,[],https://api.github.com/licenses/apache-2.0
69,https://github.com/zhanghongce/ridecore-sqed-symbolic-start.git,2022-11-29 09:12:20+00:00,,1,zhanghongce/ridecore-sqed-symbolic-start,571963302,Verilog,ridecore-sqed-symbolic-start,77,2,2023-01-10 12:15:22+00:00,[],https://api.github.com/licenses/bsd-3-clause
70,https://github.com/watz0n/vsd-hdp.git,2022-11-27 10:54:24+00:00,,1,watz0n/vsd-hdp,571154739,Verilog,vsd-hdp,214835,2,2023-08-03 11:49:55+00:00,[],None
71,https://github.com/WenqiJiang/HLS-kernel-for-Enzian.git,2022-11-28 14:18:50+00:00,,0,WenqiJiang/HLS-kernel-for-Enzian,571618206,Verilog,HLS-kernel-for-Enzian,1619,1,2022-11-28 15:16:19+00:00,[],None
72,https://github.com/ddm2000/gf180-RAM.git,2022-12-05 12:30:34+00:00,,0,ddm2000/gf180-RAM,574488943,Verilog,gf180-RAM,63224,1,2023-07-22 07:42:24+00:00,[],https://api.github.com/licenses/apache-2.0
73,https://github.com/AyaseErii/UCounter.git,2022-12-04 22:16:06+00:00,This is a counter,0,AyaseErii/UCounter,574256304,Verilog,UCounter,37712,1,2023-04-14 22:46:16+00:00,[],https://api.github.com/licenses/apache-2.0
74,https://github.com/Vargas1220/Estructura_De_Computadores-ULL.git,2022-12-01 18:27:03+00:00,Repositorio dedicado a las practica de Estructura de computadores de la Universidad La Laguna,0,Vargas1220/Estructura_De_Computadores-ULL,573116475,Verilog,Estructura_De_Computadores-ULL,1420,1,2023-10-19 16:09:56+00:00,[],None
75,https://github.com/cpu-dev/caravel_jacaranda-8_GF180.git,2022-12-01 20:12:15+00:00,,1,cpu-dev/caravel_jacaranda-8_GF180,573152034,Verilog,caravel_jacaranda-8_GF180,159246,1,2023-11-15 04:07:21+00:00,[],https://api.github.com/licenses/apache-2.0
76,https://github.com/santoslucas/Snooping-Protocol.git,2022-12-03 19:46:15+00:00,"Protocolo Snooping implementado em Verilog HDL, na disciplina Lab. de Arquitetura e Organização de Computadores II (LAOC  II).",1,santoslucas/Snooping-Protocol,573902356,Verilog,Snooping-Protocol,956,1,2022-12-13 21:21:46+00:00,['snooping'],None
77,https://github.com/yatindra7/KGP_MiniRISC.git,2022-12-11 01:53:02+00:00,A SIC RISC Processor (pipelining and vectorization underway) initially designed for COA Lab IIT Kharagpur.,0,yatindra7/KGP_MiniRISC,576794140,Verilog,KGP_MiniRISC,283,1,2023-03-20 10:04:18+00:00,[],None
78,https://github.com/ivanlee1999/Design_A_Processor.git,2022-12-04 22:02:35+00:00,,0,ivanlee1999/Design_A_Processor,574253373,Verilog,Design_A_Processor,10554,1,2023-09-19 06:31:06+00:00,[],None
79,https://github.com/openXC7/iologic-tests.git,2022-12-09 01:30:36+00:00,FPGA toolchain tests for the IO logic tiles (IOI),0,openXC7/iologic-tests,576088912,Verilog,iologic-tests,34,1,2023-04-06 01:26:37+00:00,[],None
80,https://github.com/SudhanshuIIITD/Computer_architecture.git,2022-12-01 21:13:50+00:00,"This projects contains a detailed implementation of a 32-bit processor based on a subset of instructions from RISC-V ISA. The Micro-architecture contains 5 pipeline stages namely Fetch, Decode, Execute, Memory and Write back. Additionally, it also has a MAC execution unit to handle MAC instructions which are not part of RISC-V ISA.",0,SudhanshuIIITD/Computer_architecture,573169971,Verilog,Computer_architecture,732,1,2023-01-22 20:41:25+00:00,[],None
81,https://github.com/TristenLiu/EC311-Final-Project.git,2022-11-28 21:35:57+00:00,,0,TristenLiu/EC311-Final-Project,571778464,Verilog,EC311-Final-Project,71,1,2022-12-15 01:21:43+00:00,[],None
82,https://github.com/Zcccer/MIPS-CPU.git,2022-11-25 06:13:38+00:00,,0,Zcccer/MIPS-CPU,570416521,Verilog,MIPS-CPU,8334,1,2023-12-13 05:08:29+00:00,[],None
83,https://github.com/DSP-BEYOND/mycostas.git,2022-11-28 07:09:19+00:00,the costas loop use the FPGA(5CSEMA5F31C6N),0,DSP-BEYOND/mycostas,571457392,Verilog,mycostas,56,1,2023-12-30 05:29:56+00:00,[],None
84,https://github.com/gatecat/tt02-pic.git,2022-12-01 13:52:31+00:00,subset of a PIC processor for tinytapeout,0,gatecat/tt02-pic,573004636,Verilog,tt02-pic,50,1,2022-12-02 12:20:19+00:00,[],https://api.github.com/licenses/apache-2.0
85,https://github.com/AhmedHaridy59/Fast-Fourier-Transform.git,2022-12-08 06:48:15+00:00,"Digital Designing and implementation of 32-point FFT block using Cooley-Tukey algorithm with 5- stages pipelining, stages time sharing, Designed from High Level modelling, RTL modelling to logic synthesis.",0,AhmedHaridy59/Fast-Fourier-Transform,575726341,Verilog,Fast-Fourier-Transform,2699,1,2023-03-20 11:54:29+00:00,[],None
86,https://github.com/nai1ka/MonitorTester_FPGA.git,2022-12-09 13:20:45+00:00,,0,nai1ka/MonitorTester_FPGA,576289027,Verilog,MonitorTester_FPGA,11076,1,2023-07-25 15:41:01+00:00,[],None
87,https://github.com/carpenterjaeden/FPGA_VideoSoftware.git,2022-12-07 19:01:02+00:00,"Implements a custom search algorithm to find a window of values within a larger frame of values. This is ran through a 5-stage pipelined, custom data path that is functional on an FPGA.",0,carpenterjaeden/FPGA_VideoSoftware,575548393,Verilog,FPGA_VideoSoftware,10721,1,2024-02-25 02:30:35+00:00,[],None
88,https://github.com/kavyashree0011/DESIGN_SRAM01.git,2022-12-09 07:50:34+00:00,Objective of this project is to design SRAM(static random access memory) by considering design specifications and requirements. ,0,kavyashree0011/DESIGN_SRAM01,576184040,Verilog,DESIGN_SRAM01,2084,1,2024-03-18 05:01:43+00:00,[],None
89,https://github.com/noemiabril/Genesis_MiSTer-DE10-Standard.git,2022-11-27 15:09:56+00:00,Sega Genesis / Mega Drive Core for MiSTer DE10-Standard,0,noemiabril/Genesis_MiSTer-DE10-Standard,571224825,Verilog,Genesis_MiSTer-DE10-Standard,4540,1,2023-03-17 14:13:01+00:00,[],https://api.github.com/licenses/gpl-3.0
90,https://github.com/mattvenn/openlane-test-invert.git,2022-12-08 17:46:44+00:00,,0,mattvenn/openlane-test-invert,575967049,Verilog,openlane-test-invert,2,1,2022-12-09 23:03:11+00:00,[],None
91,https://github.com/ramsaycarslaw/card.git,2022-12-06 15:29:07+00:00,"University of Edinburgh, Computer Architecture and Design revision notes",0,ramsaycarslaw/card,575023283,Verilog,card,96,1,2022-12-11 15:41:55+00:00,[],None
92,https://github.com/jstalex/i2c_master.git,2022-12-04 19:48:14+00:00,i2c master verilog code for fpga,0,jstalex/i2c_master,574221841,Verilog,i2c_master,30,1,2024-04-11 07:31:45+00:00,[],None
93,https://github.com/shashanknag/Computer-Organization.git,2022-12-09 04:09:51+00:00,,0,shashanknag/Computer-Organization,576125616,Verilog,Computer-Organization,251,1,2022-12-09 16:54:04+00:00,[],None
