,clone_url,created_at,description,forks_count,full_name,id,language,name,size,stargazers_count,updated_at,topics,license_url
0,https://github.com/WangXuan95/FPGA-USB-Device.git,2020-09-04 09:27:37+00:00,"An FPGA-based USB full-speed device core to implement USB-serial, USB-camera, USB-audio, USB-hid, etc. It requires only 3 FPGA common IOs rather than additional chips. 基于FPGA的USB full-speed device端控制器，可实现USB串口、USB摄像头、USB音频、U盘、USB键盘等设备，只需要3个FPGA普通IO，而不需要额外的接口芯片。",80,WangXuan95/FPGA-USB-Device,292806830,Verilog,FPGA-USB-Device,475,459,2024-04-12 13:30:15+00:00,"['fpga', 'verilog', 'rtl', 'usb', 'usb-cdc', 'usb-serial', 'usb-uart', 'usb-hid', 'usb-keyboard', 'usb-device', 'keyboard', 'usb-audio', 'usb-camera', 'usb-microphone', 'usb-disk', 'usb-speaker', 'usb-uvc', 'usb-controller', 'cdc', 'uvc']",https://api.github.com/licenses/gpl-3.0
1,https://github.com/wuxx/Colorlight-FPGA-Projects.git,2020-09-08 04:58:37+00:00,current focus on Colorlight i5 and i9 & i9plus module,46,wuxx/Colorlight-FPGA-Projects,293705373,Verilog,Colorlight-FPGA-Projects,88832,220,2024-03-26 18:44:58+00:00,[],https://api.github.com/licenses/apache-2.0
2,https://github.com/openpower-cores/a2o.git,2020-09-14 12:25:59+00:00,,26,openpower-cores/a2o,295408620,Verilog,a2o,17671,137,2024-02-15 15:36:14+00:00,[],
3,https://github.com/pnnl/OpenCGRA.git,2020-09-17 16:27:23+00:00,"OpenCGRA is an open-source framework for modeling, testing, and evaluating CGRAs.",20,pnnl/OpenCGRA,296382149,Verilog,OpenCGRA,431,117,2024-03-05 08:38:15+00:00,"['opencgra', 'open-source-hardware']",
4,https://github.com/StefanSchippers/xschem_sky130.git,2020-10-07 00:43:09+00:00,XSCHEM symbol libraries for the Google-Skywater 130nm process design kit. ,13,StefanSchippers/xschem_sky130,301889741,Verilog,xschem_sky130,14829,52,2024-04-12 11:33:05+00:00,[],https://api.github.com/licenses/apache-2.0
5,https://github.com/OVGN/OpenHBMC.git,2020-09-20 02:03:19+00:00,Open-source high performance AXI4-based HyperRAM memory controller,10,OVGN/OpenHBMC,296984489,Verilog,OpenHBMC,3741,49,2024-04-07 05:14:58+00:00,"['xilinx', 'fpga', 'vivado']",https://api.github.com/licenses/apache-2.0
6,https://github.com/ash-olakangal/RISC-V-Processor.git,2020-10-07 12:57:42+00:00,Verilog implementation of multi-stage 32-bit RISC-V processor,21,ash-olakangal/RISC-V-Processor,302036724,Verilog,RISC-V-Processor,141,46,2024-04-10 11:18:19+00:00,"['computer-architecture', 'risc-v', 'verilog', 'risc-processor']",None
7,https://github.com/irmo-de/xilinx-risc-v.git,2020-10-07 16:10:41+00:00,Porting PicoRV32 to Artix-7 and Spartan-7. Generic vivado template for supported Xilinx FPGA is included.,6,irmo-de/xilinx-risc-v,302090988,Verilog,xilinx-risc-v,179,31,2024-03-23 04:48:46+00:00,[],https://api.github.com/licenses/mit
8,https://github.com/IObundle/iob-lib.git,2020-09-08 23:51:27+00:00,Verilog Modules and Python Scripts for Creating IP Core Build Directories,24,IObundle/iob-lib,293954136,Verilog,iob-lib,23544,29,2023-12-04 16:41:53+00:00,[],https://api.github.com/licenses/mit
9,https://github.com/gpthimble/Home-Brew-Computer.git,2020-10-02 12:59:44+00:00,"SystemOT, yet another home brew cpu.",3,gpthimble/Home-Brew-Computer,300615511,Verilog,Home-Brew-Computer,24717,24,2024-03-25 12:51:51+00:00,"['processor', 'fpga', 'compiler-retargeting']",None
10,https://github.com/spider-tronix/VLSI.git,2020-09-30 10:15:06+00:00,RISC V core implementation using Verilog.,4,spider-tronix/VLSI,299881445,Verilog,VLSI,1608,23,2024-03-01 04:29:01+00:00,"['risc', 'verilog-hdl', 'computer-architecture', 'cpu', 'risc-v', 'fpga', 'processor']",https://api.github.com/licenses/bsd-3-clause
11,https://github.com/no2fpga/no2hub75.git,2020-09-07 21:35:47+00:00,Nitro HUB75 LED panel driver FPGA core,3,no2fpga/no2hub75,293637107,Verilog,no2hub75,59,22,2024-02-11 22:17:22+00:00,"['fpga', 'hub75', 'hub75e', 'led-panels']",
12,https://github.com/ultraembedded/core_mmc.git,2020-09-14 22:08:42+00:00,MMC (and derivative standards) host controller,3,ultraembedded/core_mmc,295549707,Verilog,core_mmc,17,21,2023-11-05 22:59:07+00:00,[],https://api.github.com/licenses/apache-2.0
13,https://github.com/tuliopereirab/arithmetic-encoder-av1.git,2020-09-23 12:06:53+00:00,This project is being developed as part of a Master's degree research sponsored by Brazil's CNPQ. It's goal is to design a hardware architecture to accelerate the AV1 arithmetic encoder.,2,tuliopereirab/arithmetic-encoder-av1,297957242,Verilog,arithmetic-encoder-av1,11031,21,2024-04-07 06:39:20+00:00,"['av1', 'arithmetic-coding', 'hardware-designs', 'hardware-acceleration', 'hardware', 'entropy-coding']",
14,https://github.com/racerxdl/biggateboy.git,2020-10-07 21:52:51+00:00,WIP Big FPGA Gameboy,1,racerxdl/biggateboy,302169013,Verilog,biggateboy,147,20,2023-08-29 06:13:53+00:00,"['gameboy', 'fpga', 'verilog']",https://api.github.com/licenses/apache-2.0
15,https://github.com/tinyvision-ai-inc/ice40_power.git,2020-09-24 22:27:14+00:00,Power analysis of the ICE40UP5K-SG48 devices,2,tinyvision-ai-inc/ice40_power,298408695,Verilog,ice40_power,135,20,2024-01-14 22:13:54+00:00,"['ice40', 'fpga', 'lattice-fpga', 'verilog', 'power']",https://api.github.com/licenses/mit
16,https://github.com/mayshin10/CNN-Accelerator.git,2020-10-04 13:20:27+00:00,Designing CNN accelerator using a Xilinx FPGA board and comparing performance with CPU.,1,mayshin10/CNN-Accelerator,301134864,Verilog,CNN-Accelerator,993,19,2023-12-11 11:01:40+00:00,[],None
17,https://github.com/boaaaang/CNN-Implementation-in-Verilog.git,2020-09-25 13:44:11+00:00,Convolutional Neural Network RTL-level Design,10,boaaaang/CNN-Implementation-in-Verilog,298584622,Verilog,CNN-Implementation-in-Verilog,28789,18,2024-01-18 05:50:38+00:00,"['neural-network', 'image-processing', 'pytorch', 'cnn', 'mnist', 'verilog']",None
18,https://github.com/iccircle/gamegirl.git,2020-09-03 01:17:47+00:00,fpga based nes box,17,iccircle/gamegirl,292432576,Verilog,gamegirl,122301,17,2024-03-16 05:02:33+00:00,[],https://api.github.com/licenses/gpl-3.0
19,https://github.com/SubZer0811/VLSI.git,2020-09-18 09:34:37+00:00,All the projects and assignments done as part of VLSI course.,4,SubZer0811/VLSI,296577335,Verilog,VLSI,6764,16,2024-03-20 05:26:54+00:00,"['recursive-doubling-cla', 'cmos', 'vlsi-circuits', 'vlsi', 'magic', 'ripple-carry-adder', 'universal-shift-register', 'wallace-tree-multiplier', 'verilog']",None
20,https://github.com/Zigazou/myterminal.git,2020-09-05 19:02:26+00:00,A serial text terminal written in Verilog for Tang SiPeed Primer FPGA,3,Zigazou/myterminal,293137621,Verilog,myterminal,8543,15,2024-03-06 01:53:53+00:00,[],None
21,https://github.com/sfu-arch/X-Cache.git,2020-09-22 16:38:51+00:00,,1,sfu-arch/X-Cache,297710550,Verilog,X-Cache,12842,13,2024-01-07 17:26:40+00:00,[],https://api.github.com/licenses/bsd-3-clause
22,https://github.com/no2fpga/no2ice40.git,2020-09-07 21:09:04+00:00,Misc iCE40 specific cores,4,no2fpga/no2ice40,293632886,Verilog,no2ice40,38,13,2023-11-07 07:23:27+00:00,"['fpga', 'ice40']",
23,https://github.com/KiranThomasCherian/VLSI-and-Computer-Architecture.git,2020-10-04 13:21:07+00:00,Computer Architecture -VLSI -Verilog Codes-Xilinx-Irsim,2,KiranThomasCherian/VLSI-and-Computer-Architecture,301135023,Verilog,VLSI-and-Computer-Architecture,3001,10,2024-02-21 19:48:40+00:00,"['verilog', 'iverilog', 'kogge-stone-adder', 'carry-propogate-adders', 'gate-layout', 'xilinx', 'vlsi', 'cmos-path-enumerator', 'wallace-tree-multiplier', 'sklansky-adder', 'magic-tool', 'pipeline', 'pipelined', 'computer-architecture', 'floating-point', 'floating-point-arithmetic', 'adder', 'hardware-modules']",None
24,https://github.com/hhhxiao/Pipeline-CPU.git,2020-09-21 14:43:42+00:00,Verilog写的简单五级流水线CPU,0,hhhxiao/Pipeline-CPU,297369289,Verilog,Pipeline-CPU,281,10,2024-04-09 10:21:13+00:00,[],None
25,https://github.com/mattvenn/pyfda-cocotb-demo.git,2020-09-23 10:00:31+00:00,Audio filtering with pyfda and cocotb,0,mattvenn/pyfda-cocotb-demo,297927783,Verilog,pyfda-cocotb-demo,684,9,2023-02-10 14:00:38+00:00,[],None
26,https://github.com/UzixLS/ncomputing-l230.git,2020-09-02 09:18:51+00:00,Ncomputing L230 reverse engineering,0,UzixLS/ncomputing-l230,292236286,Verilog,ncomputing-l230,10353,9,2023-09-01 17:06:19+00:00,"['fpga', 'pcb', 'thinclient', 'thinclients']",None
27,https://github.com/DegateCommunity/DegateDemoProjects.git,2020-09-19 14:20:28+00:00,Degate demonstration projects.,0,DegateCommunity/DegateDemoProjects,296884971,Verilog,DegateDemoProjects,215865,9,2023-07-01 11:02:10+00:00,"['demo-projects', 'degate', 'chip', 'security', 'cybersecurity', 'reverse-engineering']",https://api.github.com/licenses/gpl-3.0
28,https://github.com/AlxyF/CAN-fpga.git,2020-10-02 15:14:24+00:00,https://en.wikipedia.org/wiki/CAN_bus,4,AlxyF/CAN-fpga,300654197,Verilog,CAN-fpga,25903,9,2024-04-03 11:40:46+00:00,[],None
29,https://github.com/AbdullahAnsarii/BandPassFilter.git,2020-09-06 15:38:29+00:00,FIR band-pass filter using Verilog HDL.,4,AbdullahAnsarii/BandPassFilter,293307382,Verilog,BandPassFilter,1674,8,2024-03-20 09:19:22+00:00,"['verilog', 'matlab', 'xilinx', 'verilog-hdl', 'bandpass-filter', 'filter', 'band-pass-filter']",None
30,https://github.com/adnanbaysal/TRNG-with-Ring-Oscillators-in-Verilog.git,2020-09-22 06:48:51+00:00,A true random number generator with ring oscillators structure written in VHDL targeting FPGA's. ,1,adnanbaysal/TRNG-with-Ring-Oscillators-in-Verilog,297560762,Verilog,TRNG-with-Ring-Oscillators-in-Verilog,11,8,2024-02-27 00:42:01+00:00,[],None
31,https://github.com/thiemchu/rvcorep.git,2020-09-06 06:05:27+00:00,,3,thiemchu/rvcorep,293214472,Verilog,rvcorep,409,8,2024-02-23 10:52:38+00:00,[],None
32,https://github.com/dawsonjon/chips_v.git,2020-09-15 17:31:19+00:00,RISC-V System on Chip Builder,2,dawsonjon/chips_v,295802216,Verilog,chips_v,1127,8,2023-06-16 02:10:01+00:00,"['chips', 'soc', 'riscv', 'verilog', 'chip-builder', 'python', 'c', 'fpga', 'fpga-soc', 'risc-v', 'embedded']",https://api.github.com/licenses/mit
33,https://github.com/ECASLab/AxLS.git,2020-09-07 14:26:38+00:00,AxLS: An Open-Source Framework for Netlist Transformation Approximate Logic Synthesis,3,ECASLab/AxLS,293550346,Verilog,AxLS,8561,8,2023-11-26 17:19:39+00:00,[],None
34,https://github.com/yewhenp/PureFPGA.git,2020-09-03 06:39:14+00:00,"Multicore coprocessor, written on FPGA",1,yewhenp/PureFPGA,292488063,Verilog,PureFPGA,203300,7,2023-03-14 17:16:26+00:00,"['fpga', 'multicore']",None
