,clone_url,created_at,description,forks_count,full_name,id,language,name,size,stargazers_count,updated_at,topics,license_url
0,https://github.com/open-sdr/openwifi-hw.git,2019-12-05 07:46:13+00:00,"open-source IEEE 802.11 WiFi baseband FPGA (chip) design: FPGA, hardware",215,open-sdr/openwifi-hw,226045135,Verilog,openwifi-hw,507163,616,2024-04-12 01:39:57+00:00,"['fpga', 'ofdm', 'wi-fi', 'zynq', 'linux', 'mac80211', 'csma', 'dma', 'verilog', 'hls', 'xilinx', 'analog-devices', 'ad9361', 'sdr', 'software-defined-radio', 'ieee80211', 'hardware', 'vhdl', 'rtl']",https://api.github.com/licenses/agpl-3.0
1,https://github.com/furrtek/SiliconRE.git,2019-12-27 11:18:39+00:00,Custom chips reverse-engineered from silicon,13,furrtek/SiliconRE,230430812,Verilog,SiliconRE,90926,153,2024-02-24 16:23:23+00:00,"['taito', 'reverse-engineering', 'silicon', 'asic', 'chip', 'arcade', 'decap', 'verilog', 'hdl', 'cpld', 'fpga', 'repro', 'arcade-game', 'gate-array', 'konami', 'standard-cell', 'video-game']",https://api.github.com/licenses/gpl-2.0
2,https://github.com/MiSTer-devel/MegaCD_MiSTer.git,2019-12-04 18:33:21+00:00,Mega CD for MiSTer,37,MiSTer-devel/MegaCD_MiSTer,225932360,Verilog,MegaCD_MiSTer,157147,67,2024-04-05 23:40:13+00:00,[],https://api.github.com/licenses/gpl-3.0
3,https://github.com/niklasekstrom/flickerfixer.git,2019-12-21 09:53:58+00:00,An open source flicker fixer for Amiga 500/2000,5,niklasekstrom/flickerfixer,229408008,Verilog,flickerfixer,1559,65,2024-01-07 00:30:27+00:00,"['amiga', 'amiga-hardware', 'flicker-fixer']",https://api.github.com/licenses/cc0-1.0
4,https://github.com/mattvenn/first-fpga-pcb.git,2019-12-30 14:35:40+00:00,FPGA dev board based on Lattice iCE40 8k,15,mattvenn/first-fpga-pcb,230930671,Verilog,first-fpga-pcb,7301,60,2024-01-20 19:30:11+00:00,[],None
5,https://github.com/RomeoMe5/DDLM.git,2019-12-30 20:43:31+00:00,"Исходные коды к главам книги ""Цифровой синтез: практический курс"" (под ред. А.Ю. Романова и Ю.В. Панчула)",38,RomeoMe5/DDLM,230977307,Verilog,DDLM,126694,46,2024-04-07 16:24:05+00:00,"['ddlm', 'verilog', 'labs', 'terasic-de10-lite', 'terasic', 'hse', 'miem', 'schoolmips', 'mips', 'mips-architecture', 'verilog-designs', 'fsm', 'alu', 'quartus', 'modelsim', 'dmk-press', 'verilog-book', 'system-verilog', 'tcl', 'quartus-prime']",https://api.github.com/licenses/mit
6,https://github.com/lawrie/ulx3s_examples.git,2020-01-02 18:55:46+00:00,Example Verilog code for Ulx3s,1,lawrie/ulx3s_examples,231441515,Verilog,ulx3s_examples,300,37,2024-03-13 18:39:31+00:00,[],None
7,https://github.com/RSPwFPGAs/qemu-hdl-cosim.git,2019-12-10 22:16:10+00:00,VM-HDL Co-Simulation for Servers with PCIe-Connected FPGAs,15,RSPwFPGAs/qemu-hdl-cosim,227226084,Verilog,qemu-hdl-cosim,127,34,2024-01-17 07:38:02+00:00,[],https://api.github.com/licenses/mit
8,https://github.com/Mario-Hero/Async-Karin.git,2019-12-10 09:25:44+00:00,Async-Karin is an asynchronous framework for FPGA written in Verilog. It has been tested on a Xilinx Artix-7 board and an Altera Cyclone-IV board.,4,Mario-Hero/Async-Karin,227077729,Verilog,Async-Karin,457,30,2023-07-10 08:51:17+00:00,"['async-karin', 'async-circuit', 'fpga', 'asynchronous', 'asynchronous-framework', 'async', 'verilog', 'cyclone-iv', 'artix-7']",https://api.github.com/licenses/mit
9,https://github.com/thinkoco/de10-nano-riscv.git,2019-12-16 13:49:08+00:00,A RISC-V SoC ( Hbird e203 ) on Terasic DE10-Nano,9,thinkoco/de10-nano-riscv,228397351,Verilog,de10-nano-riscv,7395,30,2024-02-19 02:34:30+00:00,"['risc-v', 'riscv', 'altera', 'intelfpga', 'de10-nano']",https://api.github.com/licenses/apache-2.0
10,https://github.com/ahirsharan/32-Bit-Floating-Point-Adder.git,2020-01-03 01:17:18+00:00,Verilog Implementation of 32-bit Floating Point Adder,10,ahirsharan/32-Bit-Floating-Point-Adder,231487167,Verilog,32-Bit-Floating-Point-Adder,469,28,2024-01-03 11:57:59+00:00,"['vlsi', 'xilinx', 'verilog']",None
11,https://github.com/vritrv/ROUTER-1X3-RTL-DESIGN.git,2019-12-29 15:40:21+00:00,Architectural design of data router in verilog,11,vritrv/ROUTER-1X3-RTL-DESIGN,230770121,Verilog,ROUTER-1X3-RTL-DESIGN,5949,24,2024-03-09 04:12:05+00:00,[],None
12,https://github.com/cpantel/DVGHV.git,2019-12-15 22:32:07+00:00,Designing Video Game Hardware in Verilog,3,cpantel/DVGHV,228262459,Verilog,DVGHV,32,22,2024-01-03 05:30:14+00:00,[],None
